,Low,High,Average
0,3675.120117,3708.419922,3691.7700194999998
1,3716.439941,3729.379883,3722.909912
2,3704.219971,3726.590088,3715.4050294999997
3,3713.080078,3731.840088,3722.460083
4,3701.879883,3724.72998,3713.3049315
5,3712.469971,3756.23999,3734.3549805000002
6,3724.26001,3747.080078,3735.670044
7,3737.689941,3790.699951,3764.194946
8,3781.590088,3798.159912,3789.875
9,3774.110107,3798.76001,3786.4350585
10,3745.540039,3787.139893,3766.339966
11,3753.040039,3789.850098,3771.4450685
12,3754.939941,3782.919922,3768.9299315
13,3772.800049,3795.719971,3784.26001
14,3762.669922,3788.350098,3775.51001
15,3734.73999,3780.969971,3757.8549805000002
16,3774.179932,3817.97998,3796.079956
17,3788.449951,3819.280029,3803.86499
18,3753.169922,3816.959961,3785.0649415
19,3773.399902,3812.860107,3793.1300045
20,3769.75,3800.080078,3784.915039
21,3694.149902,3772.48999,3733.319946
22,3650.030029,3702.149902,3676.0899655000003
23,3721.110107,3764.719971,3742.915039
24,3751.379883,3794.370117,3772.875
25,3766.280029,3816.409912,3791.3449705000003
26,3789.679932,3824.439941,3807.0599365
27,3814.149902,3840.47998,3827.314941
28,3821.429932,3863.48999,3842.459961
29,3882.060059,3914.929932,3898.4949955
30,3909.909912,3931.449951,3920.6799315
31,3904.060059,3947.669922,3925.8649905
32,3887.669922,3911.639893,3899.6549075000003
33,3907.540039,3932.600098,3920.0700685
34,3927.5,3961.100098,3944.300049
35,3927.090088,3947.580078,3937.335083
36,3934.939941,3957.120117,3946.030029
37,3919.139893,3966.709961,3942.924927
38,3909.26001,3945.040039,3927.1500244999997
39,3904.199951,3938.47998,3921.3399655000003
40,3919.459961,3937.5,3928.4799805000002
41,3909.629883,3947.27002,3928.4499514999998
42,3920.909912,3955.969971,3938.4399415
43,3855.070068,3938.330078,3896.700073
44,3869.120117,3919.22998,3894.1750485000002
45,3904.719971,3925.340088,3915.0300294999997
46,3902.669922,3922.27002,3912.469971
47,3899.310059,3965.580078,3932.4450685
48,3949.01001,3975.889893,3962.4499514999998
49,3969.219971,3985.969971,3977.594971
50,3942.850098,3994.969971,3968.9100344999997
51,3923.469971,3960.439941,3941.954956
52,3911.610107,3952.080078,3931.8450924999997
53,3936.820068,3970.909912,3953.86499
54,3973.0,3991.659912,3982.329956
55,3987.159912,4007.090088,3997.125
56,3989.48999,4026.98999,4008.23999
57,4023.649902,4045.810059,4034.7299805000002
58,4055.449951,4069.699951,4062.574951
59,4040.879883,4068.48999,4054.6849365
60,4022.120117,4050.080078,4036.1000974999997
61,4004.76001,4051.73999,4028.25
62,4025.26001,4043.709961,4034.4849855
63,4042.350098,4069.860107,4056.1051024999997
64,4063.5,4081.780029,4072.6400145
65,4056.48999,4074.01001,4065.25
66,3998.919922,4065.080078,4032.0
67,3993.570068,4013.540039,4003.5550535
68,3992.290039,4017.449951,4004.869995
69,4019.139893,4043.0,4031.0699465
70,4011.580078,4034.689941,4023.1350095
71,3979.590088,4070.379883,4024.9849855
72,4045.409912,4063.699951,4054.5549315
73,4064.72998,4111.930176,4088.330078
74,4127.720215,4149.310059,4138.515137
75,4147.149902,4155.620117,4151.3850095
76,4158.589844,4169.970215,4164.2800295
77,4153.640137,4175.359863,4164.5
78,4142.180176,4158.72998,4150.455078
79,4160.77002,4177.72998,4169.25
80,4131.790039,4160.959961,4146.375
81,4124.959961,4152.959961,4138.959961
82,4103.75,4139.779785,4121.764892499999
83,4126.47998,4158.180176,4142.330078
84,4145.0,4171.75,4158.375
85,4142.700195,4182.740234,4162.7202145
86,4142.209961,4174.680176,4158.445068499999
87,4097.990234,4179.470215,4138.7302245
88,4125.810059,4183.839844,4154.824951500001
89,4195.97998,4218.790039,4207.3850095
90,4204.160156,4219.279785,4211.7199705
91,4187.310059,4217.240234,4202.2751465
92,4193.169922,4227.930176,4210.5500489999995
93,4225.52002,4246.549805,4236.034912499999
94,4192.279785,4224.439941,4208.359863
95,4128.169922,4197.930176,4163.0500489999995
96,4052.629883,4136.459961,4094.544922
97,4067.689941,4099.810059,4083.75
98,4044.76001,4091.27002,4068.015015
99,4094.169922,4135.839844,4115.004883
100,4067.610107,4124.919922,4096.2650145
101,3989.949951,4113.549805,4051.7498779999996
102,4004.580078,4044.199951,4024.3900145
103,3968.189941,4026.280029,3997.234985
104,4022.169922,4064.060059,4043.1149905
105,4069.929932,4126.509766,4098.219849
106,4122.609863,4148.299805,4135.454834
107,4153.100098,4198.509766,4175.804932
108,4190.390137,4212.609863,4201.5
109,4170.470215,4240.669922,4205.5700685
110,4225.75,4250.910156,4238.330078
111,4243.560059,4277.330078,4260.4450685
112,4232.379883,4274.290039,4253.3349610000005
113,4226.75,4272.339844,4249.544922
114,4261.629883,4284.850098,4273.2399905
115,4272.109863,4311.129883,4291.619873
116,4275.799805,4307.509766,4291.6547855
117,4278.540039,4316.819824,4297.679931500001
118,4284.779785,4322.459961,4303.619873
119,4275.609863,4342.589844,4309.0998535
120,4239.649902,4284.149902,4261.899902
121,4327.540039,4357.209961,4342.375
122,4344.149902,4362.5,4353.3249510000005
123,4341.0,4371.709961,4356.3549805
124,4319.149902,4371.390137,4345.2700195
125,4307.839844,4339.930176,4323.88501
126,4295.470215,4354.430176,4324.9501955
127,4270.220215,4323.330078,4296.7751465
128,4242.950195,4339.899902,4291.4250485
129,4241.939941,4272.339844,4257.139892499999
130,4273.009766,4301.279785,4287.1447755
131,4284.109863,4334.660156,4309.3850095
132,4283.540039,4334.299805,4308.919922
133,4287.410156,4329.609863,4308.5100095
134,4268.339844,4344.390137,4306.3649905
135,4190.609863,4289.490234,4240.050048499999
136,4203.640137,4274.319824,4238.9799805
137,4173.580078,4263.069824,4218.3249510000005
138,4131.810059,4186.129883,4158.969971
139,4144.689941,4203.490234,4174.0900875
140,4180.540039,4212.970215,4196.755127
141,4218.77002,4268.200195,4243.485107500001
142,4258.859863,4286.089844,4272.4748535
143,4216.569824,4284.689941,4250.629882499999
144,4118.709961,4267.060059,4192.88501
145,4052.139893,4133.680176,4092.9100344999997
146,4066.110107,4120.240234,4093.1751704999997
147,4121.169922,4185.189941,4153.1799315
148,4042.76001,4182.609863,4112.6849365
149,3991.639893,4067.219971,4029.429932
150,3986.5,4050.790039,4018.6450194999998
151,3946.030029,4054.800049,4000.415039
152,4038.810059,4086.280029,4062.545044
153,4064.699951,4110.459961,4087.5799559999996
154,4081.909912,4121.549805,4101.7298585
155,4131.609863,4170.720215,4151.1650389999995
156,4125.410156,4161.439941,4143.425048499999
157,4107.52002,4177.160156,4142.340088
158,4068.100098,4126.97998,4097.5400389999995
159,4014.169922,4111.589844,4062.879883
160,4070.25,4111.450195,4090.8500975
161,4070.629883,4116.140137,4093.38501
162,4105.609863,4149.560059,4127.5849610000005
163,4115.890137,4145.060059,4130.475098000001
164,4086.350098,4138.339844,4112.344971
165,4080.76001,4132.459961,4106.609985499999
166,4021.050049,4091.030029,4056.040039
167,4039.909912,4109.200195,4074.5550535
168,4025.23999,4071.870117,4048.5550535
169,4092.090088,4146.540039,4119.3150635
170,4128.009766,4155.129883,4141.5698245
171,4093.830078,4132.330078,4113.080078
172,4035.959961,4098.25,4067.1049805000002
173,4044.27002,4091.159912,4067.714966
174,4075.699951,4128.470215,4102.085083
175,4080.610107,4124.859863,4102.734985
176,4103.609863,4133.609863,4118.609863
177,4131.470215,4164.850098,4148.1601565
178,4148.299805,4186.580078,4167.4399415
179,4204.720215,4237.069824,4220.8950195
180,4216.890137,4238.169922,4227.5300295
181,4228.959961,4247.950195,4238.455078
182,4221.950195,4252.080078,4237.0151365
183,4207.609863,4247.959961,4227.784911999999
184,4215.799805,4240.350098,4228.0749515
185,4216.22998,4256.189941,4236.2099605
186,4241.680176,4299.5,4270.590088
187,4305.740234,4322.509766,4314.125
188,4320.279785,4346.740234,4333.5100095
189,4319.930176,4338.870117,4329.4001465
190,4315.490234,4338.209961,4326.8500975
191,4284.529785,4328.350098,4306.4399415
192,4288.410156,4317.669922,4303.0400389999995
193,4296.259766,4326.890137,4311.574951500001
194,4311.149902,4346.120117,4328.6350095
195,4320.540039,4365.100098,4342.8200685
196,4339.609863,4372.180176,4355.8950195
197,4354.029785,4368.799805,4361.414795
198,4358.680176,4371.810059,4365.245117500001
199,4342.899902,4399.870117,4371.3850095
200,4339.410156,4383.549805,4361.4799805
201,4347.450195,4379.799805,4363.625
202,4371.600098,4398.850098,4385.225098
203,4396.589844,4417.459961,4407.024902499999
204,4424.430176,4471.600098,4448.015137
205,4450.870117,4466.919922,4458.8950195
206,4463.850098,4485.930176,4474.890137
207,4447.600098,4478.02002,4462.8100589999995
208,4372.040039,4443.560059,4407.800049
209,4388.009766,4421.930176,4404.969971
210,4351.040039,4415.850098,4383.4450685
211,4389.290039,4417.160156,4403.225097500001
212,4432.950195,4451.600098,4442.2751465
213,4389.700195,4451.930176,4420.8151855
214,4419.709961,4448.870117,4434.2900389999995
215,4352.22998,4425.379883,4388.8049315
216,4378.220215,4434.439941,4406.330078
217,4404.509766,4432.419922,4418.464844
218,4443.350098,4464.129883,4453.7399905
219,4457.950195,4480.72998,4469.340087500001
220,4465.939941,4485.5,4475.7199705
221,4430.430176,4457.950195,4444.1901855
222,4413.919922,4455.390137,4434.6550295
223,4441.029785,4470.970215,4456.0
224,4444.509766,4476.060059,4460.2849125
225,4367.149902,4430.799805,4398.9748535
226,4324.02002,4385.049805,4354.534912499999
227,4343.029785,4395.379883,4369.204834
228,4333.580078,4383.02002,4358.3000489999995
229,4325.040039,4378.990234,4352.0151365
230,4321.890137,4379.700195,4350.795166
231,4327.870117,4373.120117,4350.495117
232,4384.149902,4415.779785,4399.9648435
233,4371.839844,4407.080078,4389.4599610000005
234,4403.640137,4434.310059,4418.975098000001
235,4433.939941,4453.0,4443.4699705
236,4427.129883,4482.470215,4454.8000489999995
237,4486.439941,4509.160156,4497.800048499999
238,4513.919922,4528.910156,4521.4150389999995
239,4515.72998,4533.009766,4524.369873
240,4513.810059,4534.0,4523.9050295
241,4521.77002,4547.240234,4534.505127
242,4547.779785,4571.140137,4559.4599610000005
243,4556.779785,4575.589844,4566.1848145
244,4561.839844,4575.810059,4568.824951500001
245,4546.620117,4565.959961,4556.2900389999995
246,4553.779785,4580.27002,4567.024902499999
247,4576.810059,4598.640137,4587.725098000001
248,4565.379883,4610.140137,4587.76001
249,4553.310059,4603.149902,4578.2299805
250,4542.740234,4583.0,4562.870117
251,4570.22998,4600.399902,4585.3149410000005
252,4544.439941,4599.029785,4571.734863
253,4544.839844,4587.100098,4565.969971
254,4559.75,4591.810059,4575.7800295
255,4555.680176,4590.080078,4572.880127
256,4506.72998,4567.470215,4537.100097500001
257,4499.870117,4558.240234,4529.0551755
258,4539.359863,4582.399902,4560.879882499999
259,4572.620117,4593.97998,4583.3000485
260,4563.439941,4610.569824,4587.004882499999
261,4513.120117,4568.870117,4540.995117
262,4508.419922,4536.029785,4522.2248535
263,4500.129883,4557.27002,4528.6999515
264,4466.640137,4546.930176,4506.7851565
265,4475.47998,4515.75,4495.61499
266,4464.439941,4515.240234,4489.8400875
267,4483.910156,4522.060059,4502.985107500001
268,4409.299805,4486.790039,4448.044922
269,4367.740234,4441.950195,4404.8452145
270,4445.720215,4488.069824,4466.8950195
271,4444.100098,4496.259766,4470.179932
272,4385.149902,4441.759766,4413.454834
273,4355.339844,4473.72998,4414.534912
274,4377.279785,4464.129883,4420.704834
275,4276.240234,4380.509766,4328.375
276,4212.870117,4303.819824,4258.3449705
277,4212.819824,4281.339844,4247.079834
278,4116.600098,4231.540039,4174.0700685
279,4131.649902,4246.009766,4188.829834
280,4241.669922,4296.109863,4268.889892499999
281,4248.220215,4316.870117,4282.545166
282,4356.100098,4419.47998,4387.7900389999995
283,4381.279785,4435.859863,4408.569824
284,4421.560059,4475.549805,4448.554932
285,4445.850098,4486.259766,4466.054932
286,4450.290039,4489.600098,4469.9450685
287,4505.109863,4564.290039,4534.6999510000005
288,4517.02002,4564.439941,4540.7299805
289,4521.790039,4575.5,4548.6450195
290,4616.580078,4641.509766,4629.044922
291,4627.419922,4654.189941,4640.8049315
292,4594.919922,4635.950195,4615.4350585
293,4607.72998,4650.390137,4629.0600585
294,4604.759766,4639.169922,4621.964844
295,4606.810059,4638.799805,4622.804932
296,4626.490234,4653.379883,4639.935058499999
297,4640.240234,4661.22998,4650.735107
298,4643.779785,4678.580078,4661.1799315
299,4664.27002,4703.100098,4683.6850589999995
300,4664.310059,4688.740234,4676.5251465
301,4655.200195,4689.529785,4672.36499
302,4674.299805,4709.830078,4692.0649415
303,4655.720215,4696.200195,4675.960205
304,4653.330078,4702.970215,4678.1501465
305,4700.72998,4751.600098,4726.1650389999995
306,4723.620117,4755.02002,4739.3200685
307,4749.919922,4774.52002,4762.219971
308,4757.47998,4788.0,4772.73999
309,4786.720215,4810.859863,4798.7900389999995
310,4724.620117,4782.069824,4753.3449705
311,4729.759766,4761.629883,4745.6948245
312,4745.140137,4781.370117,4763.255127
313,4753.709961,4785.410156,4769.560058499999
314,4769.640137,4788.97998,4779.3100585
315,4722.910156,4793.240234,4758.075194999999
316,4674.379883,4768.410156,4721.3950195
317,4679.25,4766.640137,4722.9450685
318,4699.430176,4759.879883,4729.6550295
319,4653.600098,4707.919922,4680.76001
320,4592.430176,4690.580078,4641.505127
321,4547.310059,4645.189941,4596.25
322,4550.700195,4651.899902,4601.3000485
323,4697.089844,4748.399902,4722.744873
324,4738.290039,4782.129883,4760.2099610000005
325,4757.799805,4781.930176,4769.8649905
326,4761.390137,4798.060059,4779.725098000001
327,4768.669922,4787.569824,4778.119873
328,4787.850098,4814.950195,4801.4001465
329,4798.899902,4813.720215,4806.3100585
330,4772.879883,4803.890137,4788.38501
331,4734.109863,4806.430176,4770.2700195
332,4698.109863,4777.009766,4737.5598145
333,4641.459961,4702.77002,4672.1149905
334,4567.589844,4667.330078,4617.4599610000005
335,4613.899902,4652.720215,4633.3100585
336,4688.02002,4741.379883,4714.6999515
337,4681.240234,4744.709961,4712.9750975
338,4650.649902,4715.810059,4683.2299805
339,4624.279785,4751.339844,4687.8098145
340,4595.97998,4655.370117,4625.6750485
341,4567.390137,4663.959961,4615.6750489999995
342,4563.109863,4635.819824,4599.4648435
343,4601.100098,4665.649902,4633.375
344,4629.589844,4692.459961,4661.024902499999
345,4644.569824,4752.600098,4698.5849610000005
346,4737.950195,4771.180176,4754.5651855
347,4734.200195,4774.180176,4754.1901855
348,4659.830078,4721.870117,4690.850097500001
349,4637.47998,4742.060059,4689.7700195
350,4601.759766,4688.410156,4645.0849610000005
351,4631.100098,4703.810059,4667.4550785
352,4580.459961,4676.689941,4628.574951
353,4670.819824,4727.740234,4699.280029
354,4697.790039,4744.330078,4721.0600585
355,4722.799805,4767.379883,4745.089844
356,4731.220215,4787.180176,4759.2001955
357,4719.609863,4749.470215,4734.5400389999995
358,4737.120117,4793.27002,4765.1950685
359,4780.129883,4810.359863,4795.244873
360,4823.569824,4857.609863,4840.5898435
361,4860.120117,4893.839844,4876.9799805
362,4880.640137,4901.890137,4891.265137
363,4885.600098,4907.5,4896.5500489999995
364,4900.629883,4929.529785,4915.079834
365,4905.589844,4957.02002,4931.304932
366,4939.560059,4960.970215,4950.265137
367,4945.140137,4971.180176,4958.1601565
368,4956.0,4984.240234,4970.120117
369,4955.509766,4989.109863,4972.3098145
370,4960.870117,4989.25,4975.0600585
371,4972.009766,5008.569824,4990.289795000001
372,4956.069824,4996.660156,4976.36499
373,4938.899902,4973.319824,4956.109863
374,4963.100098,4993.52002,4978.3100589999995
375,4918.629883,4982.930176,4950.7800295
376,4920.819824,4950.470215,4935.6450195
377,4859.790039,4903.439941,4881.61499
378,4846.790039,4876.089844,4861.439941500001
379,4853.200195,4895.799805,4874.5
380,4842.799805,4904.470215,4873.63501
381,4889.089844,4929.939941,4909.514892499999
382,4907.02002,4944.910156,4925.965088
383,4907.720215,5001.569824,4954.6450195
384,4979.939941,5000.02002,4989.9799805
385,5020.069824,5042.140137,5031.1049805
386,5010.970215,5031.390137,5021.180176
387,4994.560059,5032.47998,5013.5200195
388,4876.52002,5006.759766,4941.639893
389,4825.930176,4889.209961,4857.570068499999
390,4859.660156,4899.259766,4879.4599610000005
391,4921.120117,4948.459961,4934.7900389999995
392,4899.310059,4940.870117,4920.090088000001
393,4844.390137,4899.379883,4871.88501
394,4872.959961,4901.330078,4887.1450195
395,4852.910156,4929.620117,4891.2651365
396,4909.77002,4948.879883,4929.3249515
397,4914.149902,4956.720215,4935.4350585
398,4928.109863,4975.930176,4952.0200195
399,4970.02002,4996.080078,4983.0500489999995
400,4985.959961,5024.25,5005.1049805
401,4952.009766,4996.819824,4974.414795000001
402,4989.240234,5021.189941,5005.2150875
403,4996.0,5016.0,5006.0
404,4912.330078,4974.089844,4943.2099610000005
405,4952.680176,5000.200195,4976.4401855
406,5009.509766,5028.220215,5018.8649905
407,4992.620117,5040.649902,5016.6350095
408,5019.290039,5073.089844,5046.189941500001
409,5081.209961,5100.370117,5090.7900389999995
410,5053.540039,5119.830078,5086.6850585
411,5006.279785,5075.299805,5040.789795
412,4999.830078,5053.839844,5026.8349610000005
413,4921.549805,5015.959961,4968.754883
414,4962.740234,5005.390137,4984.0651855
415,5013.02002,5043.620117,5028.3200685
416,4934.339844,5008.27002,4971.304932
417,4888.169922,4965.100098,4926.63501
418,4914.529785,4957.120117,4935.8249510000005
419,4989.259766,5014.330078,5001.794922
420,4992.02002,5017.379883,5004.6999515
421,4931.600098,4995.5,4963.5500489999995
422,4977.490234,5012.970215,4995.2302245
423,4999.649902,5051.720215,5025.6850585
424,5034.839844,5062.649902,5048.744873
425,5037.540039,5084.5,5061.0200195
426,5062.799805,5087.350098,5075.0749515
427,5050.209961,5097.52002,5073.8649905
428,5062.509766,5098.22998,5080.369873
429,5085.189941,5103.839844,5094.514892499999
430,5016.740234,5081.169922,5048.955078
431,5039.370117,5111.540039,5075.455078000001
432,5080.25,5106.649902,5093.4499510000005
433,5057.589844,5099.399902,5078.494873
434,5045.669922,5099.009766,5072.339844
435,5047.350098,5100.02002,5073.6850589999995
436,5084.990234,5114.600098,5099.795166
437,5046.290039,5101.109863,5073.6999510000005
438,5025.52002,5074.97998,5050.25
439,5014.060059,5069.0,5041.5300295
440,4974.620117,5027.02002,5000.8200685
441,5024.169922,5086.660156,5055.4150389999995
442,5075.049805,5101.390137,5088.219971
443,5043.240234,5067.959961,5055.6000975
444,4985.939941,5035.370117,5010.655029
445,5022.560059,5063.060059,5042.810059
446,5042.25,5080.109863,5061.1799315
447,5082.029785,5143.319824,5112.6748045
448,5113.939941,5140.169922,5127.0549315
449,5142.779785,5162.129883,5152.454834
450,5139.330078,5163.410156,5151.370117
451,5121.640137,5164.359863,5143.0
452,5102.160156,5141.709961,5121.935058499999
453,5060.819824,5121.470215,5091.1450195
454,4956.22998,5051.009766,5003.619873
455,4968.259766,5008.759766,4988.509766
456,4994.459961,5038.549805,5016.504883
457,4990.740234,5027.470215,5009.1052245
458,4960.930176,5020.709961,4990.820068499999
459,4902.209961,5001.990234,4952.1000975
460,4901.509766,4965.450195,4933.4799805
461,4920.399902,4982.189941,4951.2949215
462,4966.509766,5008.049805,4987.2797855
463,5036.680176,5074.810059,5055.745117500001
464,5075.120117,5116.52002,5095.8200685
465,5088.120117,5125.319824,5106.7199705
466,5128.560059,5163.180176,5145.870117500001
467,5183.22998,5210.160156,5196.695068
468,5201.490234,5231.939941,5216.7150875
469,5196.299805,5229.0,5212.649902499999
470,5145.779785,5184.740234,5165.2600095
471,5137.640137,5197.0,5167.3200685
472,5084.509766,5167.540039,5126.0249025
473,5032.689941,5072.879883,5052.784911999999
474,5025.609863,5097.689941,5061.649901999999
475,5080.040039,5117.839844,5098.939941500001
476,5070.620117,5135.649902,5103.1350095
477,5122.370117,5155.02002,5138.6950685
478,5082.319824,5143.080078,5112.6999510000005
479,5092.459961,5125.899902,5109.1799315
480,5131.859863,5175.259766,5153.5598145
481,5035.410156,5149.930176,5092.670166
482,5006.149902,5055.560059,5030.8549805
483,5081.109863,5112.470215,5096.7900389999995
484,5013.450195,5089.330078,5051.3901365
485,4945.790039,5055.75,5000.7700195
486,5029.609863,5071.459961,5050.534911999999
487,5012.609863,5051.890137,5032.25
488,5022.419922,5092.689941,5057.5549315
489,5054.970215,5085.140137,5070.055176
490,4992.850098,5060.930176,5026.890137
491,4877.490234,4986.509766,4932.0
492,4706.040039,4856.75,4781.3950195
493,4292.140137,4694.899902,4493.5200195
494,4506.100098,4689.540039,4597.8200685
495,4530.029785,4703.970215,4617.0
496,4721.790039,4818.709961,4770.25
497,4788.379883,4836.779785,4812.579834
498,4763.419922,4824.609863,4794.014892499999
499,4614.910156,4722.129883,4668.5200195
500,4659.410156,4749.97998,4704.695068
501,4721.910156,4800.180176,4761.045166
502,4657.819824,4712.669922,4685.244873
503,4754.890137,4815.040039,4784.965088000001
504,4746.72998,4862.879883,4804.8049315
505,4746.52002,4826.330078,4786.4250489999995
506,4763.149902,4822.339844,4792.744873
507,4791.080078,4832.0,4811.5400389999995
508,4802.089844,4872.350098,4837.219971
509,4848.149902,4893.439941,4870.7949215
510,4880.5,4960.870117,4920.6850585
511,4819.089844,4878.709961,4848.899902499999
512,4795.910156,4881.459961,4838.685058499999
513,4716.910156,4776.279785,4746.5949705
514,4735.129883,4780.640137,4757.88501
515,4670.120117,4746.209961,4708.1650389999995
516,4659.47998,4785.220215,4722.350097500001
517,4529.410156,4665.209961,4597.310058499999
518,4487.060059,4596.060059,4541.560059
519,4559.180176,4620.160156,4589.670166
520,4559.209961,4628.22998,4593.7199705
521,4552.339844,4707.779785,4630.0598145
522,4740.240234,4785.910156,4763.075194999999
523,4711.790039,4783.370117,4747.580078000001
524,4728.709961,4791.149902,4759.9299315
525,4737.930176,4819.069824,4778.5
526,4804.589844,4841.379883,4822.9848635
527,4818.169922,4846.740234,4832.455078
528,4793.919922,4858.279785,4826.0998535
529,4771.620117,4820.089844,4795.8549805
530,4795.290039,4870.100098,4832.6950685
531,4851.279785,4886.950195,4869.11499
532,4865.830078,4915.490234,4890.660156
533,4866.600098,4909.370117,4887.985107500001
534,4836.459961,4904.850098,4870.6550295
535,4861.799805,4926.990234,4894.3950195
536,4999.540039,5048.549805,5024.044922
537,5012.740234,5045.160156,5028.950194999999
538,5009.069824,5040.080078,5024.5749510000005
539,5019.600098,5095.689941,5057.6450195
540,5066.890137,5084.629883,5075.76001
541,5053.75,5085.220215,5069.485107500001
542,5061.470215,5130.509766,5095.9899905
543,5109.680176,5163.470215,5136.5751955
544,5122.779785,5162.569824,5142.6748045
545,5098.490234,5154.859863,5126.675048499999
546,5092.870117,5147.120117,5119.995117
547,5066.100098,5133.439941,5099.7700195
548,5051.220215,5086.879883,5069.0500489999995
549,5066.680176,5111.189941,5088.935058499999
550,5004.459961,5062.490234,5033.4750975
551,4925.350098,4989.060059,4957.2050785
552,4908.660156,4984.910156,4946.785156
553,4975.740234,5023.450195,4999.5952145
554,5001.669922,5078.799805,5040.2348635
555,5067.27002,5092.459961,5079.8649905
556,5094.319824,5112.459961,5103.389892499999
557,5084.850098,5128.080078,5106.465088
558,5050.140137,5110.75,5080.4450685
559,5101.180176,5124.089844,5112.63501
560,5108.509766,5134.350098,5121.429932
561,5098.700195,5141.359863,5120.030029
562,5120.169922,5156.310059,5138.2399905
563,5117.149902,5176.77002,5146.9599610000005
564,5011.720215,5144.600098,5078.1601565
565,5043.490234,5147.0,5095.245117
566,5082.22998,5139.779785,5111.004882499999
567,5045.72998,5111.72998,5078.72998
568,5000.120117,5106.370117,5053.245117
569,5019.310059,5075.649902,5047.4799805
570,4928.669922,4996.189941,4962.4299315
571,4871.589844,4953.600098,4912.594971
572,4986.990234,5026.540039,5006.7651365
573,4992.629883,5078.990234,5035.810058499999
574,5002.549805,5088.580078,5045.5649415
575,4921.330078,4996.490234,4958.910156
576,4928.930176,4968.919922,4948.9250489999995
577,4964.080078,5007.77002,4985.9250489999995
578,5020.439941,5046.089844,5033.264892499999
579,5043.649902,5063.279785,5053.4648435
580,4999.069824,5041.27002,5020.169922
581,5065.890137,5116.990234,5091.4401855
582,5065.680176,5102.350098,5084.015137
583,5007.009766,5058.060059,5032.5349125
584,4846.97998,4903.089844,4875.034912
585,4872.740234,4926.72998,4899.735107
586,4804.689941,4866.040039,4835.36499
587,4688.169922,4788.02002,4738.094971
588,4637.850098,4742.569824,4690.2099610000005
589,4573.779785,4683.02002,4628.399902499999
590,4618.029785,4714.799805,4666.414795
591,4517.560059,4713.97998,4615.7700195
592,4470.589844,4650.549805,4560.5698245
593,4419.410156,4520.450195,4469.9301755
594,4430.77002,4550.569824,4490.669922
595,4313.390137,4514.919922,4414.1550295
596,4432.02002,4537.149902,4484.5849610000005
597,4540.27002,4591.180176,4565.725098
598,4514.779785,4590.439941,4552.609863
599,4503.529785,4583.209961,4543.369873
600,4450.830078,4568.850098,4509.840088
601,4447.5,4533.810059,4490.6550295
602,4511.299805,4613.950195,4562.625
603,4565.370117,4636.930176,4601.1501465
604,4503.120117,4589.899902,4546.5100095
605,4424.470215,4547.319824,4485.8950195
606,4463.990234,4545.52002,4504.755127
607,4350.370117,4493.189941,4421.780029
608,4212.810059,4301.529785,4257.169922
609,4222.47998,4329.609863,4276.0449215
610,4280.72998,4369.620117,4325.1750485
611,4209.759766,4293.220215,4251.4899905
612,4274.149902,4340.129883,4307.139892499999
613,4376.52002,4435.959961,4406.2399905
614,4463.509766,4540.779785,4502.1447755
615,4482.77002,4548.470215,4515.620117500001
616,4455.100098,4513.149902,4484.125
617,4546.549805,4576.470215,4561.51001
618,4500.939941,4558.060059,4529.5
619,4425.720215,4547.640137,4486.680176
620,4516.890137,4582.200195,4549.545166
621,4580.779785,4618.850098,4599.8149415
622,4557.459961,4619.899902,4588.6799315
623,4581.75,4689.600098,4635.6750489999995
624,4665.930176,4703.580078,4684.755127
625,4674.459961,4707.720215,4691.090088
626,4687.939941,4746.649902,4717.2949215
627,4674.819824,4731.189941,4703.004882499999
628,4642.859863,4695.040039,4668.9499510000005
629,4642.419922,4676.470215,4659.4450685
630,4607.990234,4716.140137,4662.0651855
631,4700.910156,4748.790039,4724.850097500001
632,4731.509766,4762.27002,4746.889893
